id,semantic,tags,category,description
KensIcons-x-office-drawing-template,kensicons-x-office-drawing-template,"x,drawing,office,kensicons,template",ui,Kensicons X Office Drawing Template icon
KensIcons-x-office-presentation,kensicons-x-office-presentation,"x,kensicons,presentation,office",ui,Kensicons X Office Presentation icon
KensIcons-x-office-presentation-template,kensicons-x-office-presentation-template,"x,office,kensicons,template,presentation",ui,Kensicons X Office Presentation Template icon
KensIcons-x-office-spreadsheet,kensicons-x-office-spreadsheet,"x,kensicons,spreadsheet,office",ui,Kensicons X Office Spreadsheet icon
KensIcons-x-office-spreadsheet-template,kensicons-x-office-spreadsheet-template,"x,spreadsheet,office,kensicons,template",ui,Kensicons X Office Spreadsheet Template icon
OfficePack-application-msword,officepack-application-msword,"msword,application,officepack",ui,Officepack Application Msword icon
OfficePack-application-vnd.ms-excel.addin.macroEnabled.12,officepack-application-vnd.ms-excel.addin.macroenabled.12,"excel.addin.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Excel.Addin.Macroenabled.12 icon
OfficePack-application-vnd.ms-excel,officepack-application-vnd.ms-excel,"vnd.ms,application,officepack,excel",ui,Officepack Application Vnd.Ms Excel icon
OfficePack-application-vnd.ms-excel.sheet.binary.macroEnabled.12,officepack-application-vnd.ms-excel.sheet.binary.macroenabled.12,"vnd.ms,application,officepack,excel.sheet.binary.macroenabled.12",ui,Officepack Application Vnd.Ms Excel.Sheet.Binary.Macroenabled.12 icon
OfficePack-application-vnd.ms-excel.sheet.macroEnabled.12,officepack-application-vnd.ms-excel.sheet.macroenabled.12,"excel.sheet.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Excel.Sheet.Macroenabled.12 icon
OfficePack-application-vnd.ms-excel.template.macroEnabled.12,officepack-application-vnd.ms-excel.template.macroenabled.12,"excel.template.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Excel.Template.Macroenabled.12 icon
OfficePack-application-vnd.ms-powerpoint.addin.macroEnabled.12,officepack-application-vnd.ms-powerpoint.addin.macroenabled.12,"powerpoint.addin.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Powerpoint.Addin.Macroenabled.12 icon
OfficePack-application-vnd.ms-powerpoint,officepack-application-vnd.ms-powerpoint,"vnd.ms,application,officepack,powerpoint",ui,Officepack Application Vnd.Ms Powerpoint icon
OfficePack-application-vnd.ms-powerpoint.presentation.macroEnabled.12,officepack-application-vnd.ms-powerpoint.presentation.macroenabled.12,"powerpoint.presentation.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Powerpoint.Presentation.Macroenabled.12 icon
OfficePack-application-vnd.ms-powerpoint.slideshow.macroEnabled.12,officepack-application-vnd.ms-powerpoint.slideshow.macroenabled.12,"powerpoint.slideshow.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Powerpoint.Slideshow.Macroenabled.12 icon
OfficePack-application-vnd.ms-powerpoint.template.macroEnabled.12,officepack-application-vnd.ms-powerpoint.template.macroenabled.12,"powerpoint.template.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Powerpoint.Template.Macroenabled.12 icon
OfficePack-application-vnd.ms-word.document.macroEnabled.12,officepack-application-vnd.ms-word.document.macroenabled.12,"vnd.ms,word.document.macroenabled.12,application,officepack",files,Officepack Application Vnd.Ms Word.Document.Macroenabled.12 icon
OfficePack-application-vnd.ms-word.template.macroEnabled.12,officepack-application-vnd.ms-word.template.macroenabled.12,"word.template.macroenabled.12,vnd.ms,application,officepack",ui,Officepack Application Vnd.Ms Word.Template.Macroenabled.12 icon
OfficePack-application-vnd.oasis.opendocument.chart,officepack-application-vnd.oasis.opendocument.chart,"vnd.oasis.opendocument.chart,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Chart icon
OfficePack-application-vnd.oasis.opendocument.database,officepack-application-vnd.oasis.opendocument.database,"vnd.oasis.opendocument.database,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Database icon
OfficePack-application-vnd.oasis.opendocument.formula,officepack-application-vnd.oasis.opendocument.formula,"application,officepack,vnd.oasis.opendocument.formula",files,Officepack Application Vnd.Oasis.Opendocument.Formula icon
OfficePack-application-vnd.oasis.opendocument.graphics,officepack-application-vnd.oasis.opendocument.graphics,"vnd.oasis.opendocument.graphics,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Graphics icon
OfficePack-application-vnd.oasis.opendocument.graphics-template,officepack-application-vnd.oasis.opendocument.graphics-template,"template,vnd.oasis.opendocument.graphics,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Graphics Template icon
OfficePack-application-vnd.oasis.opendocument.presentation,officepack-application-vnd.oasis.opendocument.presentation,"vnd.oasis.opendocument.presentation,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Presentation icon
OfficePack-application-vnd.oasis.opendocument.presentation-template,officepack-application-vnd.oasis.opendocument.presentation-template,"vnd.oasis.opendocument.presentation,template,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Presentation Template icon
OfficePack-application-vnd.oasis.opendocument.spreadsheet,officepack-application-vnd.oasis.opendocument.spreadsheet,"vnd.oasis.opendocument.spreadsheet,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Spreadsheet icon
OfficePack-application-vnd.oasis.opendocument.spreadsheet-template,officepack-application-vnd.oasis.opendocument.spreadsheet-template,"vnd.oasis.opendocument.spreadsheet,template,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Spreadsheet Template icon
OfficePack-application-vnd.oasis.opendocument.text-master,officepack-application-vnd.oasis.opendocument.text-master,"vnd.oasis.opendocument.text,master,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Text Master icon
OfficePack-application-vnd.oasis.opendocument.text,officepack-application-vnd.oasis.opendocument.text,"vnd.oasis.opendocument.text,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Text icon
OfficePack-application-vnd.oasis.opendocument.text-template,officepack-application-vnd.oasis.opendocument.text-template,"vnd.oasis.opendocument.text,template,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Text Template icon
OfficePack-application-vnd.oasis.opendocument.text-web,officepack-application-vnd.oasis.opendocument.text-web,"vnd.oasis.opendocument.text,web,application,officepack",files,Officepack Application Vnd.Oasis.Opendocument.Text Web icon
OfficePack-application-vnd.openxmlformats-officedocument.presentationml.presentation,officepack-application-vnd.openxmlformats-officedocument.presentationml.presentation,"vnd.openxmlformats,application,officepack,officedocument.presentationml.presentation",files,Officepack Application Vnd.Openxmlformats Officedocument.Presentationml.Presentation icon
OfficePack-application-vnd.openxmlformats-officedocument.presentationml.slideshow,officepack-application-vnd.openxmlformats-officedocument.presentationml.slideshow,"vnd.openxmlformats,officedocument.presentationml.slideshow,application,officepack",files,Officepack Application Vnd.Openxmlformats Officedocument.Presentationml.Slideshow icon
OfficePack-application-vnd.openxmlformats-officedocument.presentationml.template,officepack-application-vnd.openxmlformats-officedocument.presentationml.template,"officedocument.presentationml.template,vnd.openxmlformats,application,officepack",files,Officepack Application Vnd.Openxmlformats Officedocument.Presentationml.Template icon
OfficePack-application-vnd.openxmlformats-officedocument.spreadsheetml.sheet,officepack-application-vnd.openxmlformats-officedocument.spreadsheetml.sheet,"vnd.openxmlformats,application,officepack,officedocument.spreadsheetml.sheet",files,Officepack Application Vnd.Openxmlformats Officedocument.Spreadsheetml.Sheet icon
OfficePack-application-vnd.openxmlformats-officedocument.spreadsheetml.template,officepack-application-vnd.openxmlformats-officedocument.spreadsheetml.template,"vnd.openxmlformats,application,officepack,officedocument.spreadsheetml.template",files,Officepack Application Vnd.Openxmlformats Officedocument.Spreadsheetml.Template icon
OfficePack-application-vnd.openxmlformats-officedocument.wordprocessingml.document,officepack-application-vnd.openxmlformats-officedocument.wordprocessingml.document,"vnd.openxmlformats,officedocument.wordprocessingml.document,application,officepack",files,Officepack Application Vnd.Openxmlformats Officedocument.Wordprocessingml.Document icon
OfficePack-application-vnd.openxmlformats-officedocument.wordprocessingml.template,officepack-application-vnd.openxmlformats-officedocument.wordprocessingml.template,"vnd.openxmlformats,officedocument.wordprocessingml.template,application,officepack",files,Officepack Application Vnd.Openxmlformats Officedocument.Wordprocessingml.Template icon
OfficePack-application-vnd.stardivision.calc,officepack-application-vnd.stardivision.calc,"vnd.stardivision.calc,application,officepack",ui,Officepack Application Vnd.Stardivision.Calc icon
OfficePack-application-vnd.stardivision.chart,officepack-application-vnd.stardivision.chart,"vnd.stardivision.chart,application,officepack",ui,Officepack Application Vnd.Stardivision.Chart icon
OfficePack-application-vnd.stardivision.draw,officepack-application-vnd.stardivision.draw,"application,officepack,vnd.stardivision.draw",ui,Officepack Application Vnd.Stardivision.Draw icon
OfficePack-application-vnd.stardivision.impress,officepack-application-vnd.stardivision.impress,"vnd.stardivision.impress,application,officepack",ui,Officepack Application Vnd.Stardivision.Impress icon
OfficePack-application-vnd.stardivision.math,officepack-application-vnd.stardivision.math,"vnd.stardivision.math,application,officepack",ui,Officepack Application Vnd.Stardivision.Math icon
OfficePack-application-vnd.stardivision.writer-global,officepack-application-vnd.stardivision.writer-global,"global,vnd.stardivision.writer,application,officepack",ui,Officepack Application Vnd.Stardivision.Writer Global icon
OfficePack-application-vnd.stardivision.writer,officepack-application-vnd.stardivision.writer,"vnd.stardivision.writer,application,officepack",ui,Officepack Application Vnd.Stardivision.Writer icon
OfficePack-application-vnd.sun.xml.calc,officepack-application-vnd.sun.xml.calc,"vnd.sun.xml.calc,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Calc icon
OfficePack-application-vnd.sun.xml.calc.template,officepack-application-vnd.sun.xml.calc.template,"vnd.sun.xml.calc.template,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Calc.Template icon
OfficePack-application-vnd.sun.xml.draw,officepack-application-vnd.sun.xml.draw,"vnd.sun.xml.draw,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Draw icon
OfficePack-application-vnd.sun.xml.draw.template,officepack-application-vnd.sun.xml.draw.template,"vnd.sun.xml.draw.template,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Draw.Template icon
OfficePack-application-vnd.sun.xml.impress,officepack-application-vnd.sun.xml.impress,"vnd.sun.xml.impress,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Impress icon
OfficePack-application-vnd.sun.xml.impress.template,officepack-application-vnd.sun.xml.impress.template,"vnd.sun.xml.impress.template,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Impress.Template icon
OfficePack-application-vnd.sun.xml.math,officepack-application-vnd.sun.xml.math,"application,officepack,vnd.sun.xml.math",ui,Officepack Application Vnd.Sun.Xml.Math icon
OfficePack-application-vnd.sun.xml.writer.global,officepack-application-vnd.sun.xml.writer.global,"vnd.sun.xml.writer.global,application,officepack",ui,Officepack Application Vnd.Sun.Xml.Writer.Global icon
OfficePack-application-vnd.sun.xml.writer,officepack-application-vnd.sun.xml.writer,"application,officepack,vnd.sun.xml.writer",ui,Officepack Application Vnd.Sun.Xml.Writer icon
OfficePack-application-vnd.sun.xml.writer.template,officepack-application-vnd.sun.xml.writer.template,"application,officepack,vnd.sun.xml.writer.template",ui,Officepack Application Vnd.Sun.Xml.Writer.Template icon
OfficePack-application-x-starcalc,officepack-application-x-starcalc,"x,application,officepack,starcalc",ui,Officepack Application X Starcalc icon
OfficePack-application-x-starchart,officepack-application-x-starchart,"x,starchart,application,officepack",ui,Officepack Application X Starchart icon
OfficePack-application-x-stardraw,officepack-application-x-stardraw,"x,stardraw,application,officepack",ui,Officepack Application X Stardraw icon
OfficePack-application-x-starimpress,officepack-application-x-starimpress,"x,starimpress,application,officepack",ui,Officepack Application X Starimpress icon
OfficePack-application-x-starmath,officepack-application-x-starmath,"x,starmath,application,officepack",ui,Officepack Application X Starmath icon
OfficePack-application-x-starwriter,officepack-application-x-starwriter,"x,starwriter,application,officepack",ui,Officepack Application X Starwriter icon
OfficePack-gnome-fs-directory,officepack-gnome-fs-directory,"directory,fs,officepack,gnome",ui,Officepack Gnome Fs Directory icon
OfficePack-gtk-directory,officepack-gtk-directory,"gtk,directory,officepack",ui,Officepack Gtk Directory icon
uMac-application-exit,umac-application-exit,"exit,umac,application",ui,Umac Application Exit icon
uMac-applications-internet,umac-applications-internet,"applications,umac,internet",network,Umac Applications Internet icon
uMac-application-x-cd-image,umac-application-x-cd-image,"x,umac,image,cd,application",ui,Umac Application X Cd Image icon
uMac-application-x-executable,umac-application-x-executable,"x,executable,umac,application",ui,Umac Application X Executable icon
uMac-audio-x-generic,umac-audio-x-generic,"audio,x,umac,generic",ui,Umac Audio X Generic icon
uMac-computer,umac-computer,"umac,computer",ui,Umac Computer icon
uMac-dialog-question,umac-dialog-question,"dialog,question,umac",ui,Umac Dialog Question icon
uMac-document-open,umac-document-open,"open,document,umac",files,Umac Document Open icon
uMac-document-page-setup,umac-document-page-setup,"page,document,umac,setup",files,Umac Document Page Setup icon
uMac-document-properties,umac-document-properties,"document,umac,properties",files,Umac Document Properties icon
uMac-drive-harddisk,umac-drive-harddisk,"harddisk,umac,drive",ui,Umac Drive Harddisk icon
uMac-drive-optical,umac-drive-optical,"optical,umac,drive",ui,Umac Drive Optical icon
uMac-drive-removable-media,umac-drive-removable-media,"media,umac,removable,drive",ui,Umac Drive Removable Media icon
uMac-edit-delete,umac-edit-delete,"delete,umac,edit",ui,Umac Edit Delete icon
uMac-edit-find,umac-edit-find,"find,umac,edit",ui,Umac Edit Find icon
uMac-emblems-documents,umac-emblems-documents,"emblems,documents,umac",files,Umac Emblems Documents icon
uMac-emblem-shared,umac-emblem-shared,"emblem,umac,shared",ui,Umac Emblem Shared icon
uMac-emblem-symbolic-link,umac-emblem-symbolic-link,"emblem,umac,link,symbolic",ui,Umac Emblem Symbolic Link icon
uMac-emblem-web,umac-emblem-web,"web,emblem,umac",network,Umac Emblem Web icon
uMac-folder-drag-accept,umac-folder-drag-accept,"drag,umac,accept,folder",files,Umac Folder Drag Accept icon
uMac-folder-open,umac-folder-open,"open,umac,folder",files,Umac Folder Open icon
uMac-folder,umac-folder,"umac,folder",files,Umac Folder icon
uMac-folder-remote,umac-folder-remote,"remote,umac,folder",files,Umac Folder Remote icon
uMac-help-about,umac-help-about,"umac,help,about",ui,Umac Help About icon
uMac-help-browser,umac-help-browser,"browser,umac,help",ui,Umac Help Browser icon
uMac-help-contents,umac-help-contents,"umac,help,contents",ui,Umac Help Contents icon
uMac-help-faq,umac-help-faq,"faq,umac,help",ui,Umac Help Faq icon
uMac-media-flash,umac-media-flash,"media,flash,umac",ui,Umac Media Flash icon
uMac-media-floppy,umac-media-floppy,"media,umac,floppy",ui,Umac Media Floppy icon
uMac-media-optical,umac-media-optical,"media,optical,umac",ui,Umac Media Optical icon
uMac-modem,umac-modem,"umac,modem",ui,Umac Modem icon
uMac-network-server,umac-network-server,"umac,network,server",network,Umac Network Server icon
uMac-network-wired,umac-network-wired,"umac,wired,network",network,Umac Network Wired icon
uMac-network-workgroup,umac-network-workgroup,"workgroup,umac,network",network,Umac Network Workgroup icon
uMac-package-x-generic,umac-package-x-generic,"x,generic,umac,package",ui,Umac Package X Generic icon
uMac-preferences-desktop,umac-preferences-desktop,"desktop,umac,preferences",ui,Umac Preferences Desktop icon
uMac-preferences-other,umac-preferences-other,"other,umac,preferences",ui,Umac Preferences Other icon
uMac-preferences-system,umac-preferences-system,"system,umac,preferences",ui,Umac Preferences System icon
uMac-system-log-out,umac-system-log-out,"system,log,umac,out",ui,Umac System Log Out icon
uMac-system-run,umac-system-run,"run,system,umac",ui,Umac System Run icon
uMac-system-search,umac-system-search,"system,umac,search",ui,Umac System Search icon
uMac-text-html,umac-text-html,"html,text,umac",files,Umac Text Html icon
uMac-text-x-generic,umac-text-x-generic,"x,text,umac,generic",files,Umac Text X Generic icon
uMac-text-x-preview,umac-text-x-preview,"x,text,umac,preview",files,Umac Text X Preview icon
uMac-user-desktop,umac-user-desktop,"desktop,user,umac",ui,Umac User Desktop icon
uMac-user-home,umac-user-home,"home,user,umac",ui,Umac User Home icon
uMac-user-trash-full,umac-user-trash-full,"trash,user,umac,full",ui,Umac User Trash Full icon
uMac-user-trash,umac-user-trash,"trash,user,umac",ui,Umac User Trash icon
uMac-utilities-terminal,umac-utilities-terminal,"utilities,terminal,umac",development,Umac Utilities Terminal icon
uMac-video-display,umac-video-display,"display,umac,video",ui,Umac Video Display icon
uMac-video-x-generic,umac-video-x-generic,"x,generic,umac,video",ui,Umac Video X Generic icon
uMac-x-office-document,umac-x-office-document,"x,document,umac,office",files,Umac X Office Document icon
